Matrix A:
3	36	92	19	40	79	43	18	38	44	43	74	23	57	3	88	96	28	54	4	66	16	65	78	12	66	15	17	84	77	31	75	40	25	42	27	35	65	83	89	17	93	68	44	7	31	27	47	27	93	
69	94	56	35	70	85	11	75	23	25	38	27	34	66	70	52	21	95	17	69	6	73	52	91	97	32	72	46	14	91	76	38	91	29	35	33	48	18	52	44	59	61	58	34	79	5	91	56	44	59	
5	35	87	94	9	64	52	13	32	57	46	6	63	38	76	15	86	99	15	59	29	69	75	40	3	33	46	52	77	28	35	63	4	85	76	31	87	26	17	55	71	14	74	66	24	52	87	0	41	44	
66	50	53	95	21	35	50	56	31	11	15	22	14	68	93	82	56	89	54	67	91	59	31	69	89	40	96	74	20	10	74	16	3	96	16	92	15	12	99	45	22	37	1	85	70	33	69	28	42	76	
62	66	38	44	94	59	84	8	57	95	4	7	31	1	44	33	14	57	21	29	61	81	63	75	39	77	51	99	92	35	8	12	7	6	55	30	32	40	16	1	61	99	62	26	4	76	47	29	56	2	
2	49	61	11	46	81	5	78	80	40	78	16	72	96	30	73	17	61	62	59	83	88	79	14	67	47	87	68	34	71	0	67	94	1	3	32	30	35	72	16	41	6	78	19	95	2	45	94	8	90	
52	16	42	58	3	56	78	39	66	99	6	32	64	93	26	68	18	87	57	93	22	51	43	81	85	83	93	88	86	13	37	52	26	24	85	44	1	13	27	29	5	41	71	16	59	94	37	62	59	1	
89	62	9	50	49	7	62	57	18	18	56	61	59	71	47	15	80	33	9	37	63	57	65	67	65	91	17	3	23	87	33	41	19	51	28	7	91	2	86	24	42	26	51	8	7	51	28	20	39	68	
20	60	65	55	98	88	80	96	78	73	97	36	90	57	48	56	95	73	34	85	89	92	65	62	56	65	72	69	17	68	1	64	29	30	6	16	4	69	84	33	14	30	59	52	36	53	42	80	46	93	
94	32	86	83	23	44	73	60	91	0	81	50	48	14	55	79	37	59	94	46	1	92	82	44	35	71	59	46	74	61	66	5	1	96	26	6	35	10	15	17	43	21	57	51	10	54	88	87	70	16	
17	2	42	6	44	69	7	89	84	84	64	53	61	38	9	36	21	16	79	32	71	24	76	66	80	2	37	71	0	42	86	60	5	77	81	86	26	27	3	71	27	74	16	37	21	36	50	16	31	58	
9	72	4	25	35	81	55	88	83	10	25	0	40	90	17	88	76	94	3	92	74	48	40	4	74	25	41	11	95	17	3	51	75	32	14	68	35	29	2	52	65	96	80	85	81	18	10	43	68	80	
3	86	68	89	2	39	29	96	1	43	4	18	5	93	51	97	73	37	40	75	77	23	56	26	82	41	84	60	7	53	42	25	99	67	42	8	94	43	47	75	17	40	30	47	67	32	42	19	2	20	
59	41	87	0	58	3	50	69	41	29	94	95	28	49	69	21	67	71	43	87	78	98	86	15	68	88	99	41	92	50	39	18	28	41	17	84	48	30	72	19	65	88	56	68	19	3	43	7	68	21	
14	36	0	13	46	98	55	2	93	51	1	69	2	93	58	79	62	87	93	30	8	28	47	93	8	60	67	44	23	8	20	87	99	61	43	16	39	38	5	83	43	59	73	49	90	10	81	17	67	88	
79	56	38	93	36	53	44	53	12	45	75	74	63	95	2	95	4	38	4	36	69	10	83	73	12	18	15	13	5	25	56	47	13	52	10	52	59	35	41	20	21	75	10	72	90	43	46	41	83	53	
93	98	57	72	13	4	42	64	37	38	75	54	97	81	2	13	93	50	28	79	46	44	76	81	85	42	96	79	11	96	56	31	78	50	41	11	91	29	79	99	36	74	23	57	41	70	88	61	94	12	
84	53	40	15	56	26	30	47	86	89	75	71	31	80	51	94	85	74	51	47	74	82	61	3	40	25	92	13	9	82	64	48	15	82	3	25	36	29	58	81	67	3	32	15	84	30	36	95	34	37	
41	78	29	30	90	34	98	94	68	19	91	69	29	64	23	13	59	35	22	27	2	75	43	4	71	56	79	39	62	6	40	5	46	79	98	27	17	40	65	72	19	3	84	10	5	14	22	34	51	60	
92	16	77	53	79	45	35	81	20	4	40	66	46	89	78	22	86	77	29	47	38	55	54	62	1	64	34	52	68	65	16	25	91	83	63	95	42	80	81	34	86	97	50	42	12	9	37	34	85	99	
74	61	77	84	24	95	86	72	53	69	24	75	93	58	19	66	84	53	37	99	29	4	47	50	44	44	98	97	6	44	35	63	28	36	77	2	62	23	47	22	11	36	22	75	11	86	84	31	48	7	
35	38	54	39	57	70	98	82	25	78	14	91	4	27	39	26	26	70	76	97	20	58	31	43	87	2	18	81	38	59	68	41	92	67	29	94	93	39	28	50	9	15	21	48	60	59	68	41	85	59	
89	38	80	0	69	20	74	58	53	53	77	33	14	99	65	76	46	49	15	63	63	43	73	56	42	7	87	73	18	11	41	8	6	49	1	51	25	29	67	9	97	83	93	91	96	17	13	92	92	65	
56	46	78	64	13	70	18	67	85	19	5	82	10	20	15	75	54	72	43	61	35	82	58	25	61	15	57	79	37	68	72	22	54	14	36	3	21	76	96	92	57	70	69	60	89	52	7	55	58	83	
8	28	98	58	11	87	51	6	73	5	68	30	58	31	61	61	87	59	43	66	53	79	89	46	74	28	21	14	47	70	14	92	38	58	98	84	49	20	65	88	44	20	51	84	97	73	39	5	79	88	
36	48	13	31	15	43	88	18	3	49	51	72	51	99	43	66	58	80	96	1	1	33	51	74	8	25	58	31	23	3	18	90	34	67	76	97	25	45	84	17	10	26	70	20	51	15	86	46	47	94	
83	77	97	48	60	28	50	18	65	86	37	86	57	25	4	74	37	25	1	75	88	15	14	19	25	2	71	29	87	25	75	75	35	33	82	94	69	86	78	78	85	5	76	53	73	8	39	77	61	62	
4	18	2	75	16	38	55	48	71	73	46	63	34	81	72	36	92	91	77	69	35	73	3	53	38	63	9	1	30	96	99	37	46	2	49	73	16	6	66	27	75	35	19	32	38	55	69	11	55	59	

Matrix B:
72	17	36	91	22	24	36	15	59	72	20	12	24	32	90	24	79	28	85	68	39	48	37	72	20	83	41	79	43	28	72	8	9	75	71	95	18	30	66	51	77	38	34	17	36	42	54	37	33	64	
45	17	16	40	99	31	80	65	61	32	25	90	24	95	25	62	62	46	82	76	3	89	80	50	55	14	64	77	90	98	60	35	14	87	60	85	85	49	54	32	38	74	86	46	13	74	40	53	39	96	
86	25	32	57	63	52	40	11	14	20	82	49	53	80	28	86	6	79	53	87	83	50	60	3	78	25	61	18	72	82	22	62	90	73	56	90	87	80	18	48	17	35	6	59	88	49	67	26	49	11	
18	41	55	60	1	89	37	90	99	63	22	71	93	90	79	45	83	85	63	38	51	37	33	23	87	67	84	12	98	24	71	44	64	86	49	99	11	34	98	41	51	60	93	25	30	25	55	52	10	46	
20	77	55	43	38	55	52	15	65	74	94	70	35	46	80	31	17	97	91	61	67	47	2	6	7	29	71	72	31	23	72	32	53	87	80	88	68	28	29	24	25	63	0	18	93	42	61	20	13	7	
65	59	11	16	83	77	76	69	54	22	71	97	93	48	43	86	48	2	35	85	27	45	69	15	85	83	16	39	35	48	6	37	69	70	78	90	98	80	77	54	35	71	44	79	61	70	18	32	64	96	
35	74	9	24	59	94	16	53	22	38	15	76	54	14	18	79	80	4	71	60	1	32	52	51	56	80	45	73	33	75	88	26	28	16	67	46	15	4	83	76	86	26	67	11	45	64	45	95	1	91	
75	84	41	50	99	3	73	92	84	50	92	80	63	84	22	3	21	10	84	33	60	49	44	92	2	27	98	54	70	69	69	5	29	58	33	46	57	13	49	20	82	64	92	95	11	39	1	61	72	13	
27	93	25	34	44	71	49	5	98	15	89	37	12	10	49	88	40	43	22	39	94	91	63	60	96	44	34	33	89	52	35	87	91	95	6	77	62	23	29	72	36	41	46	71	67	16	44	74	90	48	
62	56	18	13	32	10	86	3	97	88	90	28	26	63	81	57	41	53	94	89	27	50	25	26	60	55	68	94	13	57	60	55	4	31	3	23	0	94	3	4	0	39	68	24	25	66	4	65	4	18	
44	20	19	56	12	59	20	2	12	21	12	17	10	78	45	35	91	17	67	99	61	87	78	90	51	16	45	40	5	56	16	84	44	52	19	57	46	64	46	2	31	79	61	94	63	82	61	9	64	97	
66	30	40	11	53	17	84	5	25	68	92	2	49	51	30	34	65	87	23	73	30	93	97	16	1	79	36	43	28	34	36	86	64	86	7	18	67	53	89	18	81	12	39	72	23	60	22	58	12	15	
74	6	59	94	91	63	67	41	72	93	94	71	37	85	21	76	35	18	1	44	35	48	86	29	37	40	5	50	1	10	44	20	59	83	11	21	35	72	3	47	15	88	14	7	10	44	18	16	15	56	
30	56	82	42	43	62	16	34	92	0	1	49	82	72	91	0	60	22	66	44	38	22	39	36	85	14	90	47	77	34	44	21	84	60	43	84	52	45	16	12	0	24	15	8	85	12	54	25	30	66	
61	46	67	78	14	37	39	60	19	4	16	61	49	71	9	92	0	39	18	46	42	89	29	74	31	97	89	55	67	9	19	39	38	58	14	3	44	99	96	57	68	42	35	14	79	7	10	56	47	22	
95	90	98	89	91	64	50	8	66	74	38	82	21	19	87	9	39	68	30	89	71	77	1	54	88	24	89	69	47	16	54	94	73	21	11	3	65	23	6	15	53	17	12	50	70	57	46	94	51	86	
91	97	37	73	14	90	89	12	44	68	91	4	83	78	64	91	46	21	16	44	64	53	57	51	61	74	64	9	84	34	13	48	88	85	94	83	47	94	53	50	71	98	51	29	72	38	6	19	2	49	
36	50	17	15	26	41	12	15	51	51	26	12	29	99	36	14	94	9	19	8	25	17	55	30	4	58	59	59	45	26	92	92	93	85	59	91	41	3	78	43	61	99	7	53	95	47	80	33	81	82	
8	63	87	54	60	95	43	91	90	60	16	0	15	90	70	21	76	29	49	49	66	83	28	82	46	27	88	23	0	12	18	38	77	48	5	5	41	39	95	8	55	18	44	64	12	11	48	58	26	76	
82	2	93	59	89	87	49	13	31	4	31	36	46	98	10	97	55	9	14	68	35	17	8	88	27	55	6	87	36	72	67	52	40	94	82	18	56	81	66	56	41	50	25	93	25	92	95	46	91	71	
37	68	74	62	23	58	59	92	82	22	83	0	25	93	64	47	14	34	1	58	87	11	44	1	68	59	3	46	16	78	91	47	79	65	13	40	87	81	40	89	43	60	4	0	38	93	93	39	4	10	
87	93	91	23	34	84	21	89	67	6	82	89	98	48	70	68	96	30	60	12	88	32	22	17	85	90	8	41	95	34	37	65	3	31	30	30	90	47	2	21	35	90	23	11	20	19	30	81	90	71	
37	88	29	89	59	72	27	73	69	35	71	70	81	85	1	34	19	83	49	28	83	49	57	65	32	54	54	68	70	12	69	17	84	24	38	41	76	39	10	57	28	22	19	93	63	4	73	76	16	47	
22	5	91	87	77	44	5	11	55	30	91	57	63	32	4	16	64	84	88	16	18	15	48	15	89	7	7	83	86	15	56	57	25	58	19	97	5	77	86	88	71	2	84	19	21	98	37	53	1	6	
89	53	35	25	75	53	89	81	54	83	74	85	3	38	58	89	78	97	23	54	72	48	91	20	2	8	86	44	7	6	91	98	96	16	8	81	56	8	38	91	80	90	59	21	97	73	90	88	97	1	
33	45	97	16	34	91	60	66	80	23	82	84	86	69	52	82	94	90	79	77	59	1	44	69	94	80	86	58	87	51	79	66	20	64	98	55	80	12	15	47	57	90	22	26	24	66	85	43	1	20	
76	32	31	14	6	36	98	60	14	30	60	63	41	0	23	62	60	58	33	26	34	45	62	17	75	49	23	34	56	59	68	39	2	63	27	15	52	98	85	78	53	92	6	32	67	99	49	43	61	7	
54	87	30	89	15	76	85	31	46	81	13	50	5	79	3	52	57	84	39	61	5	19	63	65	47	2	56	55	61	64	98	53	46	45	91	92	84	75	48	15	21	38	71	76	54	8	26	75	56	40	
69	16	71	50	40	88	42	60	64	11	8	7	76	49	73	0	72	52	52	62	96	78	85	26	3	0	68	83	71	71	60	32	10	30	7	83	96	33	27	23	44	5	18	42	29	62	95	29	81	22	
68	22	5	35	41	69	72	60	11	87	74	52	50	35	58	33	72	62	7	85	79	67	52	75	3	84	23	49	65	72	99	77	84	6	59	7	85	46	99	86	22	68	91	99	61	50	87	79	48	75	
89	67	73	43	19	23	6	25	72	52	34	89	54	43	32	38	70	8	86	67	27	60	63	22	58	15	29	69	4	89	29	87	74	92	93	24	53	59	16	1	58	50	62	43	5	23	87	18	2	77	
54	61	5	24	56	89	55	73	99	80	35	3	8	92	87	19	3	97	75	12	89	68	87	36	2	35	93	53	75	42	64	51	99	11	21	95	73	21	90	48	97	94	48	41	9	88	58	16	60	36	
5	95	69	79	61	9	61	80	9	40	50	26	46	89	73	47	6	5	76	23	48	56	49	64	96	71	75	22	48	92	91	10	94	46	19	60	55	82	71	75	26	77	85	43	29	92	18	5	4	2	
24	33	99	50	43	25	58	45	3	6	93	26	16	38	67	54	13	1	24	58	21	60	19	49	75	59	93	83	0	91	88	66	56	1	76	69	37	66	75	7	89	56	74	71	28	26	39	62	69	33	
42	65	33	75	49	6	2	0	83	10	14	87	94	73	1	6	63	38	21	91	79	17	53	57	49	6	33	79	19	32	68	20	64	24	17	3	55	45	12	93	33	30	17	49	29	55	83	96	5	28	
66	96	53	58	35	79	72	16	69	20	70	51	89	94	62	66	25	24	94	42	54	98	61	54	12	27	9	79	13	56	12	63	85	96	97	44	30	0	61	47	64	34	1	50	42	7	0	24	63	28	
41	41	88	39	97	75	59	59	47	39	60	68	9	44	20	7	37	61	23	11	5	74	17	1	84	19	69	16	13	93	77	17	85	66	41	81	47	12	98	33	75	17	53	6	25	98	45	91	6	70	
30	68	33	22	43	65	34	68	91	88	39	1	74	8	97	61	51	82	37	85	78	82	76	91	97	32	46	34	60	46	98	91	87	63	47	50	33	41	87	95	72	42	9	53	27	8	82	65	44	0	
49	55	29	6	99	27	75	68	5	31	23	61	37	89	33	0	97	47	44	10	20	6	16	64	71	40	74	58	8	88	45	50	17	29	58	49	19	18	38	29	15	53	0	71	58	94	6	16	42	35	
14	55	68	78	14	50	41	51	85	2	10	24	41	80	43	24	6	78	53	52	49	12	18	13	34	21	14	39	24	98	25	93	18	17	8	35	47	70	31	85	36	63	40	99	66	2	57	47	87	14	
56	25	61	67	12	26	90	31	40	11	76	93	80	14	24	64	8	61	83	77	97	39	33	90	79	15	86	37	33	54	64	97	61	37	54	71	27	93	22	24	5	80	17	83	30	65	21	15	63	76	
58	24	75	35	14	83	39	89	10	47	94	94	17	30	39	28	91	21	25	5	4	57	41	89	49	67	98	59	28	91	2	55	35	22	85	76	98	73	87	77	50	66	68	42	15	30	15	9	54	88	
61	86	8	94	95	21	14	38	98	87	25	8	4	8	39	59	15	83	49	21	64	19	13	45	14	51	52	80	1	74	29	96	50	69	4	14	43	34	33	6	77	61	21	97	62	46	86	31	30	26	
40	3	65	79	81	44	14	32	62	77	84	2	29	49	74	29	54	94	70	10	50	77	55	10	82	83	95	56	80	2	12	21	38	90	63	17	20	51	91	41	29	77	32	96	29	96	16	71	1	22	
71	82	12	53	55	57	74	66	60	83	1	32	22	27	47	55	5	21	7	86	17	67	28	52	6	65	67	39	39	26	93	93	67	82	20	12	87	74	93	77	60	8	16	18	96	28	8	58	40	58	
49	46	72	9	83	21	82	97	13	72	69	51	91	84	38	47	11	5	66	82	45	45	52	65	86	3	99	61	96	30	83	22	84	69	44	4	30	69	31	61	68	21	85	77	66	14	27	47	58	65	
28	85	56	62	7	83	35	30	85	41	59	48	95	43	34	1	57	59	57	19	85	91	68	64	87	60	54	25	7	50	96	58	13	78	1	23	58	58	19	62	55	60	77	99	7	99	24	25	3	27	
45	48	21	44	65	56	63	53	12	10	17	42	83	85	49	5	17	29	12	86	6	32	18	7	67	49	68	40	18	93	18	70	93	68	51	99	78	70	81	55	2	48	18	6	21	19	36	98	91	40	
46	95	63	73	0	94	20	91	22	75	4	77	34	43	2	30	30	38	4	56	52	94	95	1	65	46	60	51	74	2	27	3	16	80	51	26	10	99	56	96	12	48	65	26	79	55	62	7	19	72	
11	16	30	87	52	2	39	17	37	73	75	69	1	31	45	31	66	65	57	0	3	54	74	39	82	14	41	85	23	99	73	0	87	84	62	22	71	19	7	20	63	65	99	70	77	55	81	79	3	68	

Fork-Join Multiplication Result:
127833	137329	129181	122319	115015	146595	118632	123940	139344	117113	126110	119433	116887	144326	122764	99859	134212	128306	114164	125000	135511	135130	126706	113901	125414	112802	148404	136034	113242	122909	147901	134592	142500	140367	109667	126705	141639	118071	129157	119547	126723	134126	103992	128220	120948	124930	137856	121063	103022	114705	
136817	136804	132118	132448	121203	151394	131717	124023	139221	123707	123022	117040	120018	157183	126828	115109	125064	127347	121339	141972	128200	138461	132792	111229	123246	117110	151123	142240	111705	128912	141533	143903	149216	148976	114969	127460	138312	133799	140600	122306	126130	139992	98885	120220	124360	126934	130850	121775	104870	117718	
127499	126373	124089	124506	123109	131225	119455	125407	133150	106163	118973	128547	114832	143375	107752	107008	117874	104817	109251	132624	116570	127170	120836	102614	129243	108333	133188	131849	111340	115838	131690	121657	136671	143273	96448	115914	131731	129003	131231	119910	118874	126526	106470	111799	109099	117659	119084	129205	105764	123394	
118835	127832	125145	119395	120135	143346	120377	113748	130653	98795	130732	115245	123748	133474	115882	112918	118241	109150	115535	125172	112785	125017	116656	108613	138389	108484	134339	126904	103800	127442	129325	125246	136776	133804	107238	131231	129043	124296	129387	119034	117356	118095	100570	114373	108199	118652	110439	121114	96846	107533	
110603	109474	109756	117031	109817	119895	111466	105474	124413	110006	108708	107071	92206	133343	102388	95943	110592	109069	108005	110829	98222	109799	109801	101576	115163	93515	128117	123391	88411	124349	136066	117801	134032	134193	103156	121228	119886	110732	120962	104873	110246	124807	92687	106798	96311	114281	118561	109172	88785	108479	
130494	131040	124495	122898	133941	137555	121773	114437	136222	114428	136540	134012	120234	152494	108370	110416	134389	118182	114276	126759	114289	123160	126111	96212	140855	113230	133549	137291	109001	125130	144048	127349	143054	154950	105241	131107	132398	130911	128751	128417	109534	134754	100733	111210	118352	139730	122756	132851	97147	117318	
129748	146824	129668	136616	132821	151453	135928	124721	141147	127312	136033	124911	125506	154661	126266	113566	131411	128241	131236	137636	123308	145809	133255	124169	140390	127296	159150	140172	124012	139393	159114	140829	152156	158514	127418	144805	148444	129643	153373	120274	133256	138641	117196	140506	126841	132934	120019	127148	99574	125202	
136900	141343	126587	134112	136484	136971	140093	141608	141094	124925	136445	134753	114551	155140	120804	116756	117021	121040	125886	135106	127960	141091	131327	118876	135388	116397	154885	139726	111112	140343	146358	133893	149121	147293	112651	130372	138693	133228	149939	133191	135716	145814	117493	132115	117993	135673	121618	121778	108227	115706	
118198	133899	125205	128022	118803	130831	130106	126095	130944	116125	127720	137847	115630	140180	107424	110116	115428	119585	121389	120979	108711	124258	121661	109755	142313	108248	149846	126632	115090	136720	142468	119260	133276	151355	115449	123341	133662	130936	127036	119713	109533	135902	115991	127662	117501	124207	108138	112847	90282	109421	
135114	136839	115365	127446	121894	139358	120888	114686	135681	112441	124837	111963	112502	145111	114650	112385	113031	116218	116007	128404	123401	129882	124755	110023	121550	104057	134051	130523	118011	133076	141421	139162	150280	143980	107994	130569	139205	124213	133820	121662	121702	129049	102780	127769	123832	111003	123421	128475	118162	108724	
121167	124860	111139	124005	117551	128940	127457	120802	133653	107123	118554	120942	113462	139339	108928	105321	109627	104568	111926	128388	114917	124620	121670	115180	131320	102270	140681	125634	101347	126328	129233	121694	127789	136082	97138	128664	122768	131839	123765	118810	111118	134999	105640	120715	105356	119686	106650	107962	104802	113431	
106284	113841	107872	115900	116729	124813	109005	104311	115613	96626	117154	115792	101675	130558	100445	95334	111436	102154	113422	111740	103759	126075	109729	110877	126079	100573	127351	126975	97061	121624	116119	113455	126583	122621	97903	113522	115038	111233	124655	107391	101901	117730	104996	124314	99671	119537	100756	113100	94263	118104	
116614	122930	114125	116747	113441	124989	117835	106412	119524	101772	111747	116864	106638	124494	100183	95399	116213	109180	109338	109654	99314	116537	111548	105293	123159	101370	133727	122480	102183	110042	129935	116236	117244	131103	95184	117494	117641	109710	124163	113525	112264	109835	96551	108367	102503	117414	93953	113577	92308	94000	
130861	145541	127729	141512	126139	147673	131469	123797	142566	118780	132901	116185	133142	150974	123645	114331	128063	136111	127812	140843	142758	147625	136734	124515	150307	122845	149442	141635	131996	134821	152151	148960	146675	153330	102080	129347	140099	143977	146050	133607	126981	136532	115250	147572	122484	140336	128715	132137	107113	116394	
139305	137199	140446	145437	129973	151595	144414	125870	141604	135407	136175	131712	122767	158438	127176	112499	140030	136568	133408	143526	121598	151392	135286	131792	147327	127378	165163	156247	132480	147840	166247	146841	141597	162120	122882	140135	141924	143742	157842	129757	138353	141811	136653	145933	126838	146559	125424	137594	112221	132680	
107554	106715	93079	90826	95991	109923	107527	95213	102020	98550	119558	101389	93526	110998	94893	95859	108043	99632	95199	105523	98558	108404	106267	84993	116678	91661	116803	99633	94368	107394	113508	108869	124004	120075	91517	99305	112293	101952	105714	99813	99343	115255	91613	105630	108251	103147	100976	110724	82265	96403	
113595	112740	99596	102621	106328	114171	108939	91101	115038	95566	125991	112744	108144	109244	90305	93461	93134	106629	97532	109150	107885	117239	110654	89551	118246	93000	108530	110625	92952	108344	113706	116115	129635	123893	88716	106425	117837	114258	114635	109821	101171	107803	82880	108616	91580	110633	95467	102517	84485	94839	
127186	126374	129584	125607	125242	140059	130415	128305	128952	115101	145444	127677	117497	152101	111591	126143	119929	121413	120285	126784	119562	123598	125734	113489	145487	120949	145325	138641	120498	133895	147622	131356	140997	142383	105608	127586	136959	142975	134468	120855	122968	143659	118204	122631	112799	131437	121619	125892	105731	114228	
122865	137504	122315	128244	112365	139952	132512	109945	127626	110860	133051	121107	108457	139061	115450	118506	103859	124573	121317	126323	120608	133449	120912	106478	135481	105089	145304	122771	107581	133040	135149	132008	146152	141062	114391	137260	134181	124974	127493	117170	120051	135096	103993	118624	115375	122315	109981	113538	96999	106892	
124702	123772	128518	134585	110125	131761	108795	109635	132241	96784	124960	118902	113502	147111	105714	107705	108229	103055	111434	119219	117082	116820	115507	100921	121636	105976	125283	128879	109099	114782	123726	115023	128443	136074	105394	120013	128084	128190	116890	114932	114200	130356	97774	111461	107490	114853	112611	108762	92982	106089	
123016	111863	110559	110322	112368	120097	113135	115419	103597	96955	112506	115408	108001	133528	102594	103436	122024	88747	107453	123518	103259	115440	111606	106047	121979	109536	126124	120696	96555	132808	122786	119666	122686	125801	104848	114087	126525	122330	125557	110137	109692	124162	105109	121979	103599	115956	108988	107369	100079	119462	
107548	108199	104751	110700	117521	116063	109859	99128	111486	101197	110482	101980	96957	124797	95462	94435	101091	107061	99297	117906	101458	119941	109858	100690	112587	88220	123039	113137	96466	111965	125270	116204	131222	130596	91678	110451	128424	109123	119931	101328	102590	105351	92496	115073	96723	111099	105213	111120	89179	96017	
115419	122609	112905	119516	119058	131901	114173	106967	126727	107240	128582	107756	110426	134794	114072	93368	114385	122401	110369	118430	118057	118659	117367	99371	130717	100066	131645	124157	106650	130877	119648	124291	138090	125641	100318	123098	135686	117968	116991	110757	109400	120697	97676	124114	109073	120946	116326	109948	85745	104608	
137955	136582	124499	136049	130280	134997	130285	122523	135402	117388	134231	143513	121438	148155	113256	111838	128465	122765	126731	127478	120717	133099	125939	116290	133485	117706	144968	139261	117489	135733	151056	138319	142756	152705	114695	138860	147449	136263	139191	126338	121233	147537	116642	132003	124976	139279	122360	123471	110802	122617	
119646	121381	116554	126124	107003	134664	108973	104809	131601	98555	121146	114141	120111	140767	98982	108657	109248	111890	108881	113631	120173	118816	115914	99018	131669	105715	131350	122938	111921	118728	131842	119401	129207	135751	101491	121430	121871	127064	118185	106322	112235	129313	99668	123502	108118	119639	113437	112018	91511	110951	
