Matrix A:
76	36	0	76	91	45	52	98	34	10	27	70	85	50	11	87	8	19	4	20	2	0	4	20	83	70	22	76	31	79	22	79	47	27	60	59	87	73	87	72	77	72	40	23	4	79	43	13	25	10	92	78	12	49	88	13	40	43	39	26	56	84	8	19	39	36	20	24	67	79	28	89	21	34	15	18	29	28	41	44	40	79	29	47	44	37	49	4	77	32	47	88	81	37	62	34	10	89	7	90	75	34	22	43	67	5	9	29	47	27	27	84	21	81	67	92	98	13	92	82	96	98	25	67	66	4	66	60	58	25	61	54	92	88	12	61	73	65	44	37	3	46	14	69	44	77	55	0	39	49	
41	85	94	59	78	74	14	47	17	33	49	69	79	44	58	76	41	8	88	96	67	25	40	15	86	75	37	6	27	40	34	13	4	47	91	55	20	3	22	99	59	26	53	52	48	52	52	25	18	2	80	33	22	15	35	31	59	71	33	8	21	72	96	93	8	95	8	93	61	7	77	28	31	85	21	27	68	77	23	33	3	80	14	81	50	23	56	62	96	28	54	16	65	16	1	5	59	37	27	41	97	21	64	18	59	40	72	97	52	28	94	78	80	43	24	14	22	55	50	84	15	93	89	77	37	35	76	5	83	61	29	47	90	43	38	41	17	34	28	82	58	68	94	73	28	18	39	99	38	41	
53	9	86	24	62	59	51	46	41	85	80	52	39	5	34	82	96	21	46	35	48	35	68	98	70	90	16	89	76	21	90	93	38	44	25	9	73	31	10	24	41	28	76	40	47	76	32	77	45	69	9	35	76	67	94	86	27	13	8	32	89	63	91	37	37	55	42	58	7	73	35	86	16	96	69	67	46	94	12	97	10	11	84	7	19	75	10	39	8	98	20	91	16	82	64	15	21	96	7	20	58	20	53	84	17	15	77	16	5	62	79	6	10	50	29	5	59	34	90	70	42	73	8	43	99	77	6	19	95	57	89	8	47	68	32	61	72	10	98	23	90	53	64	72	58	61	37	87	23	60	
5	3	76	22	3	94	48	60	59	94	54	8	20	25	51	45	68	62	27	86	96	4	19	50	51	54	94	9	64	12	3	94	80	26	87	52	18	62	77	24	9	12	34	34	8	39	24	16	49	91	91	81	17	3	42	13	81	53	17	82	97	24	35	79	65	90	31	29	13	82	40	60	39	85	61	60	0	34	68	5	40	35	27	4	27	21	29	79	73	4	71	73	54	51	63	48	2	35	3	71	24	14	19	17	2	80	56	44	34	10	89	15	0	87	68	31	75	44	35	12	51	8	33	60	93	89	83	80	71	39	99	44	2	14	32	66	56	30	66	51	24	15	29	10	6	31	53	13	81	74	
35	70	55	53	35	36	47	19	99	55	22	72	97	74	24	55	94	7	79	11	97	61	63	34	10	99	52	70	28	80	1	46	35	71	90	6	56	4	87	31	75	62	49	78	62	94	10	27	36	81	35	86	49	69	50	41	98	5	92	29	1	31	18	0	90	43	35	72	84	46	15	55	51	33	35	31	0	88	92	12	80	63	46	36	91	77	70	22	72	28	18	88	49	73	1	48	51	93	98	3	17	21	53	42	35	22	92	89	11	96	70	9	25	82	74	4	6	16	12	4	59	17	88	2	91	64	2	79	92	85	91	78	12	92	82	96	32	43	29	84	58	10	7	26	87	53	62	27	43	65	
90	63	45	31	72	48	88	74	13	23	84	96	27	98	84	73	10	5	92	16	61	30	94	62	60	71	53	89	78	77	78	98	96	36	33	35	57	46	8	76	13	98	63	37	61	27	58	58	61	90	32	88	0	80	14	28	93	68	97	40	71	38	98	89	12	45	26	60	83	23	90	11	28	23	5	45	97	60	13	24	66	33	0	27	23	29	7	75	86	54	26	45	24	49	83	27	44	52	74	7	59	48	10	37	76	94	22	79	28	54	78	4	10	28	88	58	41	11	72	37	30	15	80	57	93	83	50	0	81	12	76	62	88	5	33	3	74	47	38	71	49	53	24	40	81	26	9	52	86	31	
70	24	7	13	47	6	55	87	23	40	63	49	16	72	14	85	95	97	93	35	21	50	60	96	69	29	95	31	61	45	90	53	4	54	59	79	11	68	69	2	41	27	74	99	34	58	54	81	7	38	59	20	3	63	33	24	45	3	87	51	54	54	54	64	83	89	42	5	0	6	99	12	49	21	53	14	89	95	91	29	66	24	54	44	52	67	21	57	65	81	19	54	30	30	89	5	3	78	26	59	42	56	17	12	30	38	21	30	75	40	37	20	43	14	27	74	32	73	35	22	92	73	21	21	46	66	99	63	79	57	25	54	81	11	64	99	25	1	38	8	47	71	36	55	83	59	42	58	15	53	
99	52	91	10	62	54	95	69	52	48	91	50	61	60	5	34	19	45	29	56	8	23	17	75	9	13	17	37	34	60	37	20	98	98	46	47	69	43	39	64	29	62	60	41	80	51	62	57	94	34	83	50	26	47	9	85	2	27	10	10	13	16	94	89	79	50	72	74	88	19	92	46	9	13	14	90	94	98	17	89	41	33	46	6	78	56	39	32	90	97	1	99	73	7	46	81	10	9	18	41	81	30	52	7	89	34	72	13	9	9	84	46	37	34	11	49	14	2	0	45	46	91	83	44	87	55	49	15	91	94	23	33	1	53	33	40	43	69	23	65	55	56	44	18	49	63	93	47	47	49	
10	3	56	16	83	53	74	46	48	71	11	91	79	6	92	70	6	32	57	26	14	40	85	27	45	44	18	82	21	16	60	66	78	50	31	77	30	6	44	15	13	10	73	69	32	44	81	87	86	56	58	60	38	64	27	71	40	65	54	91	51	44	91	59	92	3	51	61	60	51	11	58	5	3	1	19	75	11	98	14	19	7	19	59	90	6	65	18	91	3	47	28	26	3	78	30	52	73	45	9	72	88	40	15	65	71	36	87	15	7	69	89	36	65	50	65	11	95	10	46	31	9	48	71	10	77	34	42	38	81	8	65	74	57	67	19	71	41	29	34	13	20	59	19	25	67	33	40	44	29	
63	14	97	88	6	36	24	86	83	11	27	90	36	48	67	61	88	76	8	58	52	47	88	38	75	48	49	8	84	25	6	21	8	34	83	91	83	89	56	38	60	58	81	80	89	20	79	2	26	12	77	92	61	68	10	48	15	61	82	89	89	47	40	79	93	51	2	79	82	72	57	40	3	17	1	84	8	70	29	82	86	78	52	50	49	34	43	52	89	8	59	57	50	11	99	42	10	59	11	75	28	25	32	70	26	70	40	25	36	93	54	26	60	10	31	85	59	32	52	72	38	7	76	88	94	97	62	92	98	52	24	63	82	70	12	66	54	95	80	8	69	31	53	43	80	64	80	75	63	3	
32	57	10	77	49	7	74	32	74	56	50	20	63	88	69	12	10	25	42	22	39	68	84	16	43	15	85	64	25	24	22	31	12	4	36	46	10	41	52	77	27	69	34	5	91	9	48	90	61	27	32	66	59	13	64	74	3	59	17	3	48	87	18	16	36	59	86	38	67	99	78	88	0	5	78	14	67	79	44	18	62	44	18	8	49	92	85	79	50	3	90	55	7	8	77	81	55	83	90	89	64	44	84	28	9	46	73	0	53	53	84	29	84	56	1	10	6	84	91	16	19	38	33	86	77	60	55	30	17	24	69	84	85	92	32	82	3	78	80	41	83	15	20	27	24	35	73	81	25	82	
51	96	91	90	61	55	13	54	66	77	3	70	62	81	22	48	76	46	74	79	55	87	39	78	96	79	37	73	69	66	61	89	4	36	85	46	28	62	85	3	76	24	57	72	27	54	83	67	87	67	13	74	30	52	28	13	48	54	80	14	95	44	64	5	46	27	30	77	84	55	72	90	41	7	26	12	22	18	8	22	26	42	33	87	21	38	78	85	9	71	0	1	5	95	12	91	22	79	46	53	82	3	46	19	3	12	91	60	72	85	37	60	91	79	25	70	83	44	44	29	78	47	2	80	28	83	31	7	6	6	96	52	42	56	55	51	88	89	43	66	25	35	30	46	64	29	50	11	37	42	
48	94	72	26	14	73	76	5	8	83	41	24	4	63	3	64	98	9	3	38	19	96	9	33	84	50	12	97	7	73	3	73	61	2	69	80	19	22	12	39	87	17	12	51	39	43	42	22	53	1	96	53	26	88	63	1	1	87	76	51	21	82	9	31	63	92	95	48	57	25	45	87	7	13	73	13	21	2	19	30	83	48	64	72	69	48	68	97	22	22	23	18	83	16	86	26	86	21	42	27	17	59	91	55	34	74	75	10	85	45	50	88	12	10	58	7	27	85	76	84	95	93	5	35	2	61	68	88	94	8	88	60	11	8	94	69	75	48	82	39	31	59	55	49	24	49	98	68	25	83	
47	14	57	20	94	30	85	67	53	55	83	38	11	76	94	92	34	84	30	44	42	4	60	86	77	47	27	32	4	1	11	22	64	11	54	86	43	58	17	19	26	78	89	85	22	79	11	79	34	29	47	73	48	9	20	53	86	48	41	44	45	98	20	57	17	56	36	87	55	16	98	62	54	34	0	72	65	40	81	0	8	58	98	27	55	37	22	32	96	27	54	23	36	60	52	98	32	67	21	60	6	71	71	18	79	57	20	36	89	73	77	81	54	13	59	79	83	49	19	58	59	52	2	53	45	27	36	28	22	2	3	0	24	9	80	40	87	9	9	40	25	83	26	29	80	60	70	13	81	69	
6	33	53	55	25	48	41	19	48	38	78	35	8	76	2	39	10	51	79	80	67	29	37	1	5	47	8	81	35	43	16	44	44	31	60	64	71	87	19	27	27	10	82	64	66	79	83	0	49	97	22	80	22	81	38	13	81	5	68	39	22	96	40	3	84	89	58	11	49	7	39	92	41	90	8	5	67	25	88	90	28	5	30	4	95	27	62	3	63	21	93	55	35	85	26	69	75	63	56	13	77	6	17	22	95	19	5	80	81	43	79	94	64	3	1	84	52	29	72	33	18	4	11	91	42	8	16	79	85	93	25	13	84	76	26	28	53	81	5	42	26	92	6	75	0	86	24	45	74	99	
61	29	3	78	14	24	27	76	64	57	77	99	96	11	34	96	81	27	82	61	19	12	88	0	36	83	96	15	87	97	41	37	34	60	46	91	97	3	42	66	70	46	31	1	80	51	24	10	50	54	79	4	60	89	42	56	14	59	50	35	10	70	14	32	52	25	46	71	17	39	3	65	16	52	40	95	26	29	0	39	54	78	67	33	57	64	19	36	22	10	35	84	28	35	71	96	87	41	87	58	14	8	99	74	4	16	80	9	82	89	95	10	27	99	55	47	79	88	1	71	54	38	78	91	59	36	18	15	53	59	6	84	52	74	28	68	77	41	82	18	11	68	50	15	24	33	94	50	17	70	
67	13	42	44	68	92	49	41	45	31	88	61	31	44	95	57	39	47	60	69	38	52	3	33	63	95	38	27	77	45	26	11	5	38	48	7	40	87	62	90	93	32	75	77	9	92	74	98	89	16	60	5	13	37	32	68	76	69	15	81	95	22	17	16	11	87	22	8	36	76	72	64	31	81	42	27	33	42	46	99	8	90	65	28	27	46	27	5	11	46	26	77	37	95	59	19	49	16	51	15	4	31	13	45	81	58	26	93	38	44	67	26	1	26	39	63	63	35	27	56	38	69	43	73	83	46	32	10	10	48	84	75	25	95	94	7	25	84	6	49	41	4	21	26	33	95	50	54	22	25	
54	81	11	55	14	18	64	73	55	56	72	75	15	45	59	22	83	49	86	46	34	39	21	99	39	3	98	17	75	44	75	34	14	21	76	98	96	3	0	17	33	89	62	41	10	21	41	30	40	43	51	29	14	56	71	65	70	77	6	45	65	74	95	94	24	98	44	41	84	17	96	30	63	38	68	72	73	50	87	17	84	37	30	88	15	68	62	86	22	33	63	3	49	12	49	79	12	98	38	93	55	12	92	44	87	53	14	89	30	1	90	25	45	31	73	63	72	43	7	22	91	9	87	33	29	61	70	0	94	64	24	77	55	75	47	87	5	16	65	78	71	6	2	15	9	34	66	15	81	28	
49	13	77	31	24	89	99	10	70	85	77	64	29	14	46	91	86	74	67	1	3	94	11	76	22	55	44	13	4	72	43	20	5	38	47	78	96	47	23	47	3	9	34	34	12	34	3	16	88	3	11	98	97	90	83	24	99	1	28	68	3	60	32	94	14	47	14	42	86	98	87	67	68	54	61	87	47	52	55	69	25	53	42	86	79	77	29	66	32	5	35	51	42	57	71	28	13	94	58	31	57	66	49	7	7	94	42	1	65	77	8	39	3	39	36	42	13	27	15	77	70	55	50	54	91	63	33	67	58	53	99	9	35	24	12	59	28	90	21	62	74	20	85	42	31	62	12	32	31	13	
36	94	32	55	85	97	17	93	0	66	56	70	77	21	55	59	20	14	4	2	57	1	6	30	95	97	88	59	68	82	94	58	45	89	67	20	48	84	76	7	39	35	83	54	87	17	0	91	38	41	27	91	95	82	77	54	43	17	68	52	58	62	40	91	41	17	82	32	63	12	40	37	54	35	25	66	58	63	0	9	81	92	32	59	35	21	15	56	10	14	39	14	35	10	6	39	4	31	54	89	89	88	5	65	37	33	11	84	34	38	38	44	93	42	0	42	93	35	67	5	52	91	62	13	55	85	17	19	10	7	78	29	83	4	79	0	97	34	87	13	74	26	26	53	23	96	62	50	12	82	
71	48	39	89	24	73	25	35	11	58	36	44	39	46	89	88	58	48	5	42	25	28	84	43	4	11	34	57	78	34	93	16	99	78	81	56	10	78	62	9	89	16	33	87	64	21	62	76	34	36	42	85	60	71	46	18	68	59	86	90	38	22	96	24	69	78	5	99	88	83	19	25	44	46	13	7	54	70	12	45	31	77	78	26	17	9	93	85	74	84	43	35	19	77	13	50	82	4	39	47	21	70	97	45	6	95	84	1	49	69	81	89	85	42	63	93	83	57	29	54	86	94	90	52	72	76	92	6	78	61	56	64	5	62	39	48	85	47	11	29	16	70	62	86	40	64	76	88	55	81	
37	80	44	2	86	88	62	96	84	16	9	92	98	41	33	26	51	46	11	15	13	27	80	53	15	83	0	65	98	57	72	79	82	63	64	99	75	28	96	91	34	76	39	86	48	83	17	95	11	79	34	59	3	98	68	49	99	72	82	52	0	5	47	13	69	7	22	5	37	87	44	70	30	99	4	34	43	17	52	26	1	35	68	57	95	55	44	52	75	13	96	35	90	11	72	29	27	81	26	53	93	59	94	53	84	0	57	4	57	68	47	57	29	38	91	72	15	45	25	12	52	6	55	22	84	96	5	52	99	23	92	95	94	77	23	48	35	47	68	77	25	28	29	37	81	77	98	45	34	89	
19	11	67	0	27	37	43	36	73	94	80	83	92	38	28	68	74	43	32	88	6	80	79	13	66	26	95	7	4	90	37	27	45	19	19	69	5	9	18	78	66	19	77	92	51	14	48	30	72	22	92	91	44	54	35	46	76	20	80	76	47	35	86	55	44	85	54	91	79	78	9	99	4	79	47	46	23	27	73	0	25	96	72	60	12	54	70	0	92	22	60	84	90	90	3	52	47	57	94	5	70	34	16	23	24	61	42	61	81	30	11	85	32	11	39	28	51	85	87	2	77	50	95	63	41	78	52	10	99	87	37	35	19	31	12	33	62	91	81	73	9	71	6	42	18	17	35	54	22	25	
31	37	21	67	40	93	96	72	87	91	92	67	7	34	40	1	76	78	49	67	37	78	68	36	59	79	22	12	97	66	27	33	16	49	16	92	89	39	70	26	62	89	45	53	94	16	71	23	4	93	82	87	99	65	28	64	57	39	28	58	77	52	68	38	4	1	51	34	32	12	41	44	48	37	94	1	16	15	90	41	21	0	84	49	36	85	6	72	96	63	74	60	11	84	15	23	83	99	21	50	73	19	32	24	50	90	36	19	38	97	43	16	26	73	48	74	59	18	23	50	9	35	73	66	43	70	58	85	99	36	39	30	98	90	15	85	54	81	74	66	68	28	64	91	75	48	25	27	23	60	
25	90	71	59	64	96	80	3	3	30	46	91	21	67	1	60	90	84	14	34	77	60	38	47	71	51	24	30	80	98	63	31	74	75	30	14	4	78	31	61	68	17	55	34	58	33	67	14	41	23	58	52	37	51	27	15	19	71	34	51	64	80	48	43	84	41	2	92	68	12	16	62	32	19	42	6	2	52	16	30	76	54	4	32	21	40	33	98	31	72	96	31	30	61	2	77	1	57	52	67	69	98	86	85	10	31	48	2	23	84	40	10	39	16	34	22	58	64	54	33	97	20	70	73	33	24	88	44	68	42	79	37	86	92	99	74	96	10	40	19	98	53	67	49	42	25	23	25	91	77	
42	89	52	34	89	42	30	27	80	31	72	16	83	10	29	21	33	69	85	99	74	65	69	14	8	11	29	46	88	58	28	16	59	81	44	15	80	45	28	77	24	0	3	20	65	12	98	75	65	31	97	90	90	79	76	5	36	0	81	62	83	21	3	73	7	13	92	57	3	8	72	81	97	63	67	21	16	72	90	24	87	66	95	72	81	70	6	56	95	96	16	85	22	57	25	87	60	13	2	28	2	64	70	5	18	6	34	48	20	53	81	81	78	12	5	8	50	98	36	37	84	35	95	0	32	55	73	92	64	29	97	63	70	72	37	47	85	98	71	48	97	45	14	74	28	92	14	2	34	50	
73	86	45	42	98	66	58	35	80	99	55	46	53	54	46	6	53	24	28	96	66	33	32	97	33	43	55	90	38	11	15	91	90	88	96	16	62	92	31	56	5	75	71	39	94	86	94	19	84	24	76	35	6	44	24	89	55	96	28	2	13	67	7	9	18	71	38	72	9	17	35	23	18	38	58	7	40	18	91	90	99	67	57	51	61	9	5	64	16	57	46	5	3	9	65	95	30	35	51	40	4	26	6	87	27	94	1	12	67	58	91	76	64	85	55	20	2	14	87	59	99	50	51	53	76	97	38	62	26	92	10	92	32	57	61	38	97	4	52	57	79	63	89	65	3	10	37	54	57	61	
23	62	61	91	1	84	52	91	76	97	21	98	48	6	47	5	63	33	7	32	94	51	32	88	10	77	39	82	4	58	10	62	44	88	37	67	53	9	87	96	41	98	71	5	85	7	62	60	76	43	90	26	41	60	14	34	72	11	85	12	8	70	37	44	18	58	16	12	71	12	45	64	33	59	9	32	97	24	58	90	48	58	58	26	27	86	89	8	49	44	60	22	89	48	34	3	82	87	17	20	10	81	22	98	86	32	75	33	20	88	65	23	32	11	42	72	81	35	1	47	52	35	1	23	27	35	77	72	95	12	5	69	36	56	74	90	22	30	88	6	73	95	25	52	43	82	26	12	43	61	
74	38	94	69	11	46	17	71	82	74	13	5	99	73	47	45	70	40	36	9	80	68	74	17	93	5	42	2	60	82	60	59	81	85	93	58	19	40	16	48	93	66	37	6	80	89	52	69	12	57	69	53	68	28	77	2	32	84	59	0	85	85	86	65	72	65	20	81	73	81	52	54	70	27	77	50	79	69	34	71	85	9	47	25	84	88	10	63	32	19	64	87	15	23	47	80	48	53	31	39	16	45	56	98	57	73	3	58	13	97	39	99	61	91	4	82	35	41	19	14	51	42	44	40	34	94	68	30	9	21	3	96	40	48	6	82	43	61	47	25	70	29	89	9	97	39	88	95	90	19	
6	21	91	56	92	27	61	88	8	53	92	50	87	23	2	42	56	72	70	42	99	80	21	77	9	49	71	86	77	85	36	82	4	99	95	17	10	67	25	7	25	92	39	36	87	1	45	31	67	91	7	89	9	79	46	88	55	95	28	31	9	72	62	29	25	4	19	82	64	6	93	16	25	79	99	93	92	54	27	3	67	59	2	53	64	73	26	16	83	24	61	62	43	80	11	42	89	4	90	10	10	49	90	79	1	14	5	52	76	49	17	14	67	89	28	50	49	16	9	31	28	59	32	20	43	68	56	36	91	8	78	2	14	31	95	28	73	61	55	14	33	87	57	47	29	39	3	25	11	97	
26	99	27	16	67	16	6	53	61	10	45	50	54	85	46	90	25	63	88	81	51	41	39	0	75	76	47	43	32	97	58	11	2	14	0	55	44	79	99	58	93	6	5	76	70	35	21	55	36	75	87	68	35	12	16	83	62	55	10	0	0	31	82	44	8	73	67	16	45	44	34	76	92	54	83	29	30	49	20	25	63	78	35	36	9	0	2	97	59	1	34	21	37	90	35	56	97	4	75	7	80	12	28	31	19	35	29	41	2	38	81	89	34	39	9	72	79	28	72	49	69	18	38	61	89	18	66	41	0	67	34	37	31	69	72	58	73	33	53	72	6	47	10	83	26	13	8	96	91	93	
43	41	53	2	87	45	22	48	74	5	90	86	30	96	68	66	50	6	3	40	32	14	30	71	79	2	31	5	63	32	96	14	41	46	66	89	97	66	66	95	40	41	18	29	7	38	25	1	26	79	53	68	38	79	70	63	54	95	16	60	21	80	93	60	68	71	33	99	8	61	39	24	90	28	57	32	99	90	77	70	49	65	26	53	51	56	46	33	77	66	17	96	39	57	24	85	68	18	49	48	44	28	79	42	54	7	30	23	45	32	32	29	62	59	31	67	18	60	46	88	47	42	0	46	85	42	72	4	63	36	79	24	56	77	52	33	32	42	82	29	24	8	65	11	65	49	47	29	13	91	
2	65	81	72	54	66	2	70	17	22	3	61	83	26	29	91	48	62	90	64	41	92	33	87	54	3	66	81	7	21	58	85	82	98	5	36	73	96	0	63	14	13	47	92	36	20	71	46	74	52	82	90	29	18	55	19	94	46	66	61	66	89	62	86	22	51	93	9	61	64	89	85	61	89	75	86	26	52	90	11	81	12	31	23	17	80	52	94	25	67	60	33	33	15	40	51	63	47	80	80	21	25	86	78	41	21	60	38	50	76	81	84	87	69	45	93	55	6	78	87	43	63	24	27	27	33	18	66	99	98	3	92	10	89	86	3	98	61	65	17	28	2	42	39	27	96	97	58	12	20	
10	58	67	49	83	49	73	40	18	17	63	65	49	95	52	51	47	33	8	10	90	55	67	47	99	31	1	60	78	10	51	74	36	91	95	57	0	95	42	12	73	55	28	67	14	75	97	90	23	15	67	23	4	19	63	15	0	72	65	5	80	42	4	28	20	87	2	20	99	26	43	25	30	80	92	80	62	44	44	35	27	81	27	36	22	59	29	14	91	30	46	64	40	10	24	14	85	96	92	73	4	58	75	75	75	8	88	25	58	7	3	3	55	23	96	18	72	76	13	72	95	69	22	40	13	62	95	16	1	52	41	21	88	51	99	86	38	47	77	50	49	84	90	84	7	77	94	28	2	65	
6	32	15	85	56	81	11	9	28	17	50	46	33	7	54	76	95	50	48	42	45	49	11	15	46	55	90	16	77	23	25	88	81	36	64	23	56	80	26	72	44	67	56	6	53	43	34	82	34	26	97	87	70	40	96	67	79	72	21	42	93	14	12	14	21	7	1	2	94	85	59	63	10	76	33	64	3	66	49	81	76	32	1	36	6	3	13	81	60	43	0	61	26	70	67	86	83	4	4	49	86	74	37	85	11	70	35	24	44	23	94	96	50	54	31	64	15	93	29	60	65	95	87	84	32	6	2	65	94	33	75	63	96	77	88	83	18	11	11	70	4	3	17	16	84	82	84	87	47	18	
21	6	35	10	9	67	39	94	46	47	95	76	75	33	48	94	96	4	88	12	73	87	51	49	54	12	41	22	32	77	28	83	3	36	22	43	4	86	88	3	46	47	6	82	60	16	42	84	78	57	73	89	29	54	53	1	14	78	98	35	3	35	48	47	49	13	13	41	50	89	69	92	59	78	78	75	38	49	59	43	33	86	60	2	54	3	87	88	80	7	26	9	45	68	41	3	78	3	85	66	96	1	15	49	43	24	55	19	64	6	57	96	57	86	1	19	42	14	43	81	88	66	66	36	61	99	42	70	51	83	93	24	9	72	63	35	68	16	38	98	76	33	45	34	39	51	53	84	63	15	
