82759	72568	74568	81205	65982	73694	64605	81710	85584	68045	82442	81447	68761	61906	77403	69197	64985	77901	84092	75502	58007	75174	
77494	87798	88136	89783	84700	81730	84730	96316	95486	81108	89419	97578	87018	84675	81992	90833	70726	84420	101265	87566	75823	89956	
93459	88024	103608	108865	92421	93570	86855	113361	103553	83363	95518	114433	88252	83959	86740	87318	66152	97162	106841	90930	71026	103660	
80614	90583	94671	99232	79541	90271	96362	99795	94412	81754	97539	105939	79765	85001	82985	85665	71075	94507	108115	95907	69715	86920	
79110	83249	88265	97167	79346	73105	81006	97374	100101	77088	88064	92319	83655	75705	77459	75327	62181	92957	96074	82935	68873	90140	
67541	70859	74511	78989	85819	68104	69690	90298	76889	65907	79118	76890	71047	77951	61704	69925	57524	75778	82523	71468	66348	75866	
89301	99533	99918	107372	86975	91000	94226	109178	102102	95804	94778	104388	88621	93626	96014	93524	79528	100608	107490	97606	83305	98764	
66697	62106	62476	72475	74312	62355	62521	79343	78741	62199	66304	79360	59231	65190	73847	67044	58671	74884	80335	74111	48866	73895	
65485	63576	63740	78932	64698	72241	63503	84780	77619	65281	79866	78228	70736	72670	65999	65753	54701	68270	76196	67870	58159	72276	
92167	78137	85513	92319	88981	86617	75108	95260	95906	80804	86215	103223	75485	69622	79584	81101	68389	89709	91096	84808	61161	88952	
71699	71289	70478	77195	61538	72080	75388	84280	73781	63986	79244	83766	69712	65355	74019	67438	66679	74907	90612	81643	54243	75394	
71000	89485	94993	105876	83398	81052	87630	98840	99168	81354	90700	94487	86317	80274	69911	77010	62471	91578	88750	82114	78613	91735	
63906	56153	63100	73522	55669	58211	60445	78217	78450	68833	69046	66536	61190	65557	61944	54521	51409	66526	73093	63551	51727	63028	
80312	77102	84875	91635	79278	75308	65651	88297	97083	74071	75915	84322	71240	62070	64245	71768	62907	80123	82481	82564	58236	81539	
82983	82102	84933	90418	81203	85118	83275	93464	95740	80729	88687	94927	77790	73568	81661	72096	72633	87875	97493	87679	56858	86189	
72801	83123	85777	91670	78815	67860	75884	90703	83102	75039	84012	81987	84243	76182	73416	72861	78985	77325	90541	74307	76440	74784	
82512	86494	90784	88525	81188	80863	86997	94445	92303	82453	81369	100565	76261	73315	75880	85899	68023	82309	87939	90141	67033	81123	
78716	81345	75962	88570	66919	72427	72100	86934	86689	68250	80202	79468	72905	68468	81860	71485	64228	76894	88576	81307	65821	75901	
83755	81788	91456	104245	78554	81542	86416	109850	99398	83859	95003	100686	82103	83065	83043	80862	74274	96629	95848	87154	68498	91611	
65124	66467	81999	94213	72370	67453	76144	91512	88772	72092	80433	84459	71367	67832	64471	71138	59955	76552	82197	77933	63205	84051	
84478	86211	88485	85544	80831	84956	79064	89433	89922	76236	79267	101157	78881	72033	76258	80826	69578	83315	95776	84786	60530	79057	
63007	55648	68985	76934	63576	56862	59767	73517	64414	59115	66572	71021	55533	52947	61854	51776	50792	64089	78020	63362	52230	62330	

