Matrix A:
58	45	79	49	36	51	31	39	21	25	37	29	34	66	31	87	51	27	63	31	20	88	75	97	67	30	57	42	25	70	99	21	76	4	80	73	62	45	59	43	8	42	94	77	38	19	76	33	54	79	59	98	16	66	12	41	0	38	33	47	8	38	37	65	25	67	72	40	78	12	14	75	68	0	34	4	8	87	9	5	51	73	65	57	35	69	43	26	64	1	95	84	22	68	14	84	27	65	48	19	
61	78	58	52	17	25	27	25	71	46	15	29	82	80	83	19	56	15	48	18	23	23	60	18	52	10	62	34	1	34	47	57	1	13	25	12	19	71	85	37	16	24	33	94	87	96	35	73	72	13	38	52	58	26	31	29	57	65	73	80	82	6	69	16	70	95	68	52	43	42	66	84	7	1	61	41	26	62	69	94	91	6	66	16	15	41	88	97	14	41	78	41	44	10	67	9	55	66	62	21	
11	65	48	53	59	73	37	41	36	25	19	55	8	28	40	70	23	45	64	93	38	58	94	61	74	82	15	27	81	15	61	14	80	52	55	45	76	72	38	46	87	86	15	36	91	34	76	71	31	76	29	6	26	67	77	64	43	96	67	23	11	94	31	95	11	72	61	68	43	66	60	56	80	64	92	60	45	39	74	93	9	54	70	47	29	62	75	78	41	79	59	69	30	63	41	8	54	60	52	9	
80	3	90	63	67	39	31	8	22	1	17	90	43	46	84	93	32	86	95	91	95	4	25	65	98	70	15	57	43	81	67	21	70	38	30	24	29	40	66	16	25	86	46	5	19	68	21	28	30	2	14	36	9	97	27	98	97	67	48	99	92	90	30	44	77	53	6	1	80	98	80	4	59	44	13	30	2	29	84	59	60	8	72	91	39	10	28	32	98	50	34	76	7	39	34	1	3	10	27	60	
69	78	42	79	59	25	50	61	73	40	17	72	18	98	85	86	81	13	5	53	63	43	7	90	2	81	93	1	69	50	92	92	17	95	1	29	30	30	28	90	39	33	16	76	87	89	1	44	55	9	32	95	64	45	48	96	19	23	66	96	98	21	75	41	94	61	74	92	11	67	77	66	67	93	86	38	51	25	27	45	93	87	11	67	66	34	96	38	16	26	42	33	71	59	22	51	86	5	28	54	
51	4	35	63	39	48	94	44	31	14	52	38	75	89	90	24	89	80	85	76	55	61	87	53	31	88	34	39	47	78	60	27	5	5	35	99	9	68	84	15	35	32	44	81	25	99	87	79	48	8	77	75	51	92	68	95	11	76	91	99	3	29	80	69	46	65	44	45	71	79	97	34	38	55	11	80	3	76	48	52	43	30	25	1	23	84	77	97	10	67	24	73	73	73	30	14	45	6	4	21	
0	33	32	86	48	71	28	86	97	32	84	22	40	75	85	40	69	36	47	92	42	65	35	84	0	71	14	58	63	39	61	15	0	37	73	71	62	19	20	22	63	12	95	74	28	73	48	95	80	77	88	15	31	33	94	76	70	57	54	3	80	39	72	68	94	51	21	48	40	93	35	51	41	39	30	72	13	8	32	86	72	50	3	44	46	17	58	85	49	30	80	91	55	19	29	78	20	36	6	42	
9	87	89	94	31	81	28	91	83	30	91	5	72	48	49	4	7	67	55	11	39	83	15	26	52	32	55	83	9	67	43	1	82	3	66	64	70	39	1	40	57	94	78	84	26	97	80	14	89	85	32	67	91	58	7	62	80	80	3	10	57	9	41	20	6	43	21	42	60	28	86	78	64	56	29	84	37	0	3	80	56	69	34	19	49	35	29	81	99	68	78	43	12	49	65	92	30	76	83	2	
90	21	6	11	52	19	55	55	89	42	34	99	41	0	93	41	80	85	36	3	56	88	41	26	30	39	68	37	62	26	84	2	88	93	85	5	23	53	53	11	62	93	49	98	0	10	37	64	2	80	8	17	15	24	51	60	51	4	85	38	12	93	16	61	79	57	31	64	60	96	67	47	16	61	73	31	56	83	70	60	46	45	14	59	37	76	43	7	3	47	37	84	15	45	27	11	45	52	25	33	
65	85	25	91	67	29	1	31	34	19	71	90	0	79	97	49	86	43	32	33	14	41	79	90	13	34	92	69	84	38	6	16	94	32	31	39	43	25	78	45	73	45	61	52	12	19	21	26	45	95	51	41	4	93	59	62	22	48	68	49	30	36	50	5	8	17	28	4	28	34	98	30	90	19	36	60	10	63	6	11	67	98	36	71	45	59	73	78	75	78	27	93	68	5	69	39	71	72	9	96	
30	67	67	2	60	12	24	28	78	46	29	39	63	18	30	19	89	88	38	98	72	14	33	32	91	53	92	23	54	45	6	29	93	28	84	20	92	35	65	30	60	22	40	44	94	33	10	29	68	43	88	3	76	78	29	22	34	9	6	20	97	0	27	6	26	74	38	33	1	10	90	57	16	95	58	43	96	44	97	6	22	77	66	85	59	56	24	19	32	17	43	56	77	33	80	11	87	29	64	73	
92	7	48	61	94	57	88	35	47	59	29	96	84	21	73	56	47	90	58	59	3	31	44	96	18	51	20	52	73	27	18	40	56	7	23	91	26	37	60	6	90	99	66	57	36	75	67	15	65	69	87	91	9	53	20	47	75	96	8	73	80	43	36	49	38	62	47	21	24	39	85	25	27	17	82	16	11	32	19	35	23	65	14	21	52	3	71	7	13	86	36	19	1	22	23	60	38	28	55	13	
9	97	91	15	74	4	51	77	29	75	65	43	61	26	93	35	27	48	30	1	83	14	99	1	42	98	38	83	59	65	36	70	75	86	79	18	96	95	2	40	71	21	77	88	38	12	66	8	25	0	95	84	70	89	55	46	60	30	29	0	81	29	30	88	51	15	36	67	45	2	47	98	39	1	12	98	15	47	38	80	48	80	92	57	85	5	22	28	28	15	96	55	33	64	9	87	5	6	58	65	
